,code_insee,nom_standard,nom_sans_pronom,nom_a,nom_de,nom_sans_accent,nom_standard_majuscule,typecom,typecom_texte,reg_code,reg_nom,dep_code,dep_nom,canton_code,canton_nom,epci_code,epci_nom,academie_code,academie_nom,code_postal,codes_postaux,zone_emploi,code_insee_centre_zone_emploi,code_unite_urbaine,nom_unite_urbaine,taille_unite_urbaine,type_commune_unite_urbaine,statut_commune_unite_urbaine,population,superficie_hectare,superficie_km2,densite,altitude_moyenne,altitude_minimale,altitude_maximale,latitude_mairie,longitude_mairie,latitude_centre,longitude_centre,grille_densite,grille_densite_texte,niveau_equipements_services,niveau_equipements_services_texte,gentile,url_wikipedia,url_villedereve
30060,77114,Chevry-Cossigny,Chevry-Cossigny,à Chevry-Cossigny,de Chevry-Cossigny,chevry-cossigny,CHEVRY-COSSIGNY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7716,Ozoir-la-Ferrière,247700644,CC l'Orée de la Brie,24,Créteil,77173,77173,01106,77108,77124,Chevry-Cossigny,1.0,UNITE URBAINE,I,3904,1668,17,234.0,102,93.0,108.0,48.725,2.657,48.723,2.677,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Chevriards,https://fr.wikipedia.org/wiki/fr:Chevry-Cossigny,https://villedereve.fr/ville/77114-chevry-cossigny
30061,77115,Chevry-en-Sereine,Chevry-en-Sereine,à Chevry-en-Sereine,de Chevry-en-Sereine,chevry-en-sereine,CHEVRY-EN-SEREINE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7715,Nemours,247700107,CC Pays de Montereau,24,Créteil,77710,77710,01105,77305,77000,,0.0,HORS UNITE URBAINE,H,505,2292,23,22.0,141,105.0,159.0,48.254,2.943,48.249,2.96,6,Rural à habitat dispersé,0.0,communes non pôle,Chevriots,https://fr.wikipedia.org/wiki/fr:Chevry-en-Sereine,https://villedereve.fr/ville/77115-chevry-en-sereine
30062,77116,Choisy-en-Brie,Choisy-en-Brie,à Choisy-en-Brie,de Choisy-en-Brie,choisy-en-brie,CHOISY-EN-BRIE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7705,Coulommiers,200072544,CC des Deux Morin,24,Créteil,77320,77320,01102,77131,77000,,0.0,HORS UNITE URBAINE,H,1308,2502,25,52.0,147,99.0,164.0,48.759,3.223,48.765,3.213,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Choiséens,https://fr.wikipedia.org/wiki/fr:Choisy-en-Brie,https://villedereve.fr/ville/77116-choisy-en-brie
30063,77117,Citry,Citry,à Citry,de Citry,citry,CITRY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7706,La Ferté-sous-Jouarre,200090504,CA Coulommiers Pays de Brie,24,Créteil,77730,77730,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,941,509,5,185.0,104,54.0,191.0,48.97,3.238,48.961,3.246,5,Bourgs ruraux,0.0,communes non pôle,Citryats,https://fr.wikipedia.org/wiki/fr:Citry,https://villedereve.fr/ville/77117-citry
30064,77118,Claye-Souilly,Claye-Souilly,à Claye-Souilly,de Claye-Souilly,claye-souilly,CLAYE-SOUILLY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7703,Claye-Souilly,200055655,CA Roissy Pays de France,24,Créteil,77410,"77410, 77417, 77413, 77414, 77412, 77411",01112,93005,77302,Claye-Souilly,3.0,UNITE URBAINE,I,12282,1509,15,814.0,68,42.0,124.0,48.946,2.688,48.943,2.675,2,Centres urbains intermédiaires,2.0,centres intermédiaires d'équipements et de services,Clayois,https://fr.wikipedia.org/wiki/fr:Claye-Souilly,https://villedereve.fr/ville/77118-claye-souilly
30065,77119,Clos-Fontaine,Clos-Fontaine,à Clos-Fontaine,de Clos-Fontaine,clos-fontaine,CLOS-FONTAINE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7714,Nangis,247700701,CC Brie Nangissienne,24,Créteil,77370,77370,01108,77288,77000,,0.0,HORS UNITE URBAINE,H,239,597,6,40.0,122,103.0,134.0,48.608,3.017,48.604,3.014,6,Rural à habitat dispersé,0.0,communes non pôle,Clos-Fontainois,https://fr.wikipedia.org/wiki/fr:Clos-Fontaine,https://villedereve.fr/ville/77119-clos-fontaine
30066,77120,Cocherel,Cocherel,à Cocherel,de Cocherel,cocherel,COCHEREL,COM,commune,11,Île-de-France,77,Seine-et-Marne,7706,La Ferté-sous-Jouarre,247700065,CC du Pays de l'Ourcq,24,Créteil,77440,77440,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,622,836,8,74.0,170,97.0,209.0,49.021,3.101,49.018,3.107,6,Rural à habitat dispersé,0.0,communes non pôle,Cocherellois,https://fr.wikipedia.org/wiki/fr:Cocherel,https://villedereve.fr/ville/77120-cocherel
30067,77121,Collégien,Collégien,à Collégien,de Collégien,collegien,COLLÉGIEN,COM,commune,11,Île-de-France,77,Seine-et-Marne,7722,Torcy,247700594,CA Marne et Gondoire,24,Créteil,77090,"77616, 77312, 77615, 77090",01106,77108,00851,Paris,8.0,UNITE URBAINE,B,3334,343,3,972.0,106,82.0,116.0,48.837,2.672,48.827,2.677,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Collégeois,https://fr.wikipedia.org/wiki/fr:Collégien (Seine-et-Marne),https://villedereve.fr/ville/77121-collegien
30068,77122,Combs-la-Ville,Combs-la-Ville,à Combs-la-Ville,de Combs-la-Ville,combs-la-ville,COMBS-LA-VILLE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7704,Combs-la-Ville,200059228,CA Grand Paris Sud Seine Essonne Sénart,24,Créteil,77380,"77388, 77384, 77382, 77380, 77385, 77381",01104,91228,00851,Paris,8.0,UNITE URBAINE,B,22240,1456,15,1527.0,81,43.0,91.0,48.665,2.565,48.658,2.575,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Combs-la-Villais,https://fr.wikipedia.org/wiki/fr:Combs-la-Ville,https://villedereve.fr/ville/77122-combs-la-ville
30069,77123,Compans,Compans,à Compans,de Compans,compans,COMPANS,COM,commune,11,Île-de-France,77,Seine-et-Marne,7712,Mitry-Mory,200055655,CA Roissy Pays de France,24,Créteil,77290,"77295, 77290, 77292",01112,93005,77000,,0.0,HORS UNITE URBAINE,H,820,532,5,154.0,77,57.0,101.0,48.994,2.662,48.989,2.656,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Companais,https://fr.wikipedia.org/wiki/fr:Compans,https://villedereve.fr/ville/77123-compans
30070,77124,Conches-sur-Gondoire,Conches-sur-Gondoire,à Conches-sur-Gondoire,de Conches-sur-Gondoire,conches-sur-gondoire,CONCHES-SUR-GONDOIRE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7709,Lagny-sur-Marne,247700594,CA Marne et Gondoire,24,Créteil,77600,77600,01106,77108,00851,Paris,8.0,UNITE URBAINE,B,1742,152,2,1146.0,93,69.0,111.0,48.856,2.716,48.858,2.719,1,Grands centres urbains,1.0,centres locaux d'équipements et de services,Conchois,https://fr.wikipedia.org/wiki/fr:Conches-sur-Gondoire,https://villedereve.fr/ville/77124-conches-sur-gondoire
30071,77125,Condé-Sainte-Libiaire,Condé-Sainte-Libiaire,à Condé-Sainte-Libiaire,de Condé-Sainte-Libiaire,conde-sainte-libiaire,CONDÉ-SAINTE-LIBIAIRE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7721,Serris,200090504,CA Coulommiers Pays de Brie,24,Créteil,77450,77450,01107,77284,77501,Bailly-Romainvilliers,5.0,UNITE URBAINE,B,1438,212,2,678.0,54,41.0,91.0,48.897,2.831,48.899,2.836,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Condéens,https://fr.wikipedia.org/wiki/fr:Condé-Sainte-Libiaire,https://villedereve.fr/ville/77125-conde-sainte-libiaire
30072,77126,Congis-sur-Thérouanne,Congis-sur-Thérouanne,à Congis-sur-Thérouanne,de Congis-sur-Thérouanne,congis-sur-therouanne,CONGIS-SUR-THÉROUANNE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7706,La Ferté-sous-Jouarre,247700065,CC du Pays de l'Ourcq,24,Créteil,77440,77440,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,1772,1518,15,117.0,71,42.0,122.0,49.007,2.974,49.012,2.978,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Congissois,https://fr.wikipedia.org/wiki/fr:Congis-sur-Thérouanne,https://villedereve.fr/ville/77126-congis-sur-therouanne
30073,77127,Coubert,Coubert,à Coubert,de Coubert,coubert,COUBERT,COM,commune,11,Île-de-France,77,Seine-et-Marne,7708,Fontenay-Trésigny,200070779,CC Brie des Rivières et Châteaux,24,Créteil,77170,"77170, 77257",01108,77288,77201,Coubert,2.0,UNITE URBAINE,C,1879,843,8,223.0,97,78.0,106.0,48.672,2.696,48.678,2.708,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Curtibéhardiens,https://fr.wikipedia.org/wiki/fr:Coubert,https://villedereve.fr/ville/77127-coubert
30074,77128,Couilly-Pont-aux-Dames,Couilly-Pont-aux-Dames,à Couilly-Pont-aux-Dames,de Couilly-Pont-aux-Dames,couilly-pont-aux-dames,COUILLY-PONT-AUX-DAMES,COM,commune,11,Île-de-France,77,Seine-et-Marne,7721,Serris,200090504,CA Coulommiers Pays de Brie,24,Créteil,77860,"77860, 77352",01107,77284,77501,Bailly-Romainvilliers,5.0,UNITE URBAINE,B,2100,475,5,442.0,74,45.0,119.0,48.884,2.86,48.882,2.865,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Colliaciens,https://fr.wikipedia.org/wiki/fr:Couilly-Pont-aux-Dames,https://villedereve.fr/ville/77128-couilly-pont-aux-dames
30075,77129,Coulombs-en-Valois,Coulombs-en-Valois,à Coulombs-en-Valois,de Coulombs-en-Valois,coulombs-en-valois,COULOMBS-EN-VALOIS,COM,commune,11,Île-de-France,77,Seine-et-Marne,7706,La Ferté-sous-Jouarre,247700065,CC du Pays de l'Ourcq,24,Créteil,77840,77840,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,572,2247,22,25.0,133,62.0,198.0,49.068,3.126,49.078,3.128,6,Rural à habitat dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Coulombs-en-Valois,https://villedereve.fr/ville/77129-coulombs-en-valois
30076,77130,Coulommes,Coulommes,à Coulommes,de Coulommes,coulommes,COULOMMES,COM,commune,11,Île-de-France,77,Seine-et-Marne,7721,Serris,200090504,CA Coulommiers Pays de Brie,24,Créteil,77580,77580,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,532,371,4,143.0,136,88.0,159.0,48.891,2.932,48.892,2.929,6,Rural à habitat dispersé,0.0,communes non pôle,Coulommois,https://fr.wikipedia.org/wiki/fr:Coulommes,https://villedereve.fr/ville/77130-coulommes
30077,77131,Coulommiers,Coulommiers,à Coulommiers,de Coulommiers,coulommiers,COULOMMIERS,COM,commune,11,Île-de-France,77,Seine-et-Marne,7705,Coulommiers,200090504,CA Coulommiers Pays de Brie,24,Créteil,77120,"77523, 77521, 77522, 77527, 77120",01102,77131,77402,Coulommiers,4.0,UNITE URBAINE,C,15250,1095,11,1393.0,101,66.0,156.0,48.812,3.084,48.812,3.091,2,Centres urbains intermédiaires,3.0,centres structurants d'équipements et de services,Columériens,https://fr.wikipedia.org/wiki/fr:Coulommiers (Seine-et-Marne),https://villedereve.fr/ville/77131-coulommiers
30078,77132,Coupvray,Coupvray,à Coupvray,de Coupvray,coupvray,COUPVRAY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7721,Serris,247700339,CA Val d'Europe Agglomération,24,Créteil,77700,77700,01106,77108,77501,Bailly-Romainvilliers,5.0,UNITE URBAINE,B,2949,809,8,365.0,99,41.0,132.0,48.892,2.794,48.886,2.794,2,Centres urbains intermédiaires,1.0,centres locaux d'équipements et de services,Cupressiens,https://fr.wikipedia.org/wiki/fr:Coupvray,https://villedereve.fr/ville/77132-coupvray
30079,77133,Courcelles-en-Bassée,Courcelles-en-Bassée,à Courcelles-en-Bassée,de Courcelles-en-Bassée,courcelles-en-bassee,COURCELLES-EN-BASSÉE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7713,Montereau-Fault-Yonne,247700107,CC Pays de Montereau,24,Créteil,77126,77126,01105,77305,77000,,0.0,HORS UNITE URBAINE,H,205,1082,11,19.0,88,47.0,136.0,48.41,3.056,48.413,3.053,6,Rural à habitat dispersé,0.0,communes non pôle,Courcellois,https://fr.wikipedia.org/wiki/fr:Courcelles-en-Bassée,https://villedereve.fr/ville/77133-courcelles-en-bassee
30080,77134,Courchamp,Courchamp,à Courchamp,de Courchamp,courchamp,COURCHAMP,COM,commune,11,Île-de-France,77,Seine-et-Marne,7718,Provins,200037133,CC du Provinois,24,Créteil,77560,77560,01110,77379,77000,,0.0,HORS UNITE URBAINE,H,150,1244,12,12.0,165,151.0,176.0,48.635,3.289,48.642,3.29,6,Rural à habitat dispersé,0.0,communes non pôle,Courchampois,https://fr.wikipedia.org/wiki/fr:Courchamp,https://villedereve.fr/ville/77134-courchamp
30081,77135,Courpalay,Courpalay,à Courpalay,de Courpalay,courpalay,COURPALAY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7708,Fontenay-Trésigny,200072874,CC Val Briard,24,Créteil,77540,77540,01106,77108,77000,,0.0,HORS UNITE URBAINE,H,1385,1472,15,94.0,106,79.0,122.0,48.648,2.96,48.643,2.954,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Courpalaysiens,https://fr.wikipedia.org/wiki/fr:Courpalay,https://villedereve.fr/ville/77135-courpalay
30082,77136,Courquetaine,Courquetaine,à Courquetaine,de Courquetaine,courquetaine,COURQUETAINE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7708,Fontenay-Trésigny,200070779,CC Brie des Rivières et Châteaux,24,Créteil,77390,77390,01108,77288,77000,,0.0,HORS UNITE URBAINE,H,190,783,8,24.0,100,75.0,106.0,48.677,2.746,48.68,2.748,6,Rural à habitat dispersé,0.0,communes non pôle,Courquetainois,https://fr.wikipedia.org/wiki/fr:Courquetaine,https://villedereve.fr/ville/77136-courquetaine
30083,77137,Courtacon,Courtacon,à Courtacon,de Courtacon,courtacon,COURTACON,COM,commune,11,Île-de-France,77,Seine-et-Marne,7718,Provins,200037133,CC du Provinois,24,Créteil,77560,77560,01110,77379,77000,,0.0,HORS UNITE URBAINE,H,243,1216,12,20.0,157,132.0,184.0,48.695,3.29,48.703,3.291,6,Rural à habitat dispersé,0.0,communes non pôle,Courtaconnais,https://fr.wikipedia.org/wiki/fr:Courtacon,https://villedereve.fr/ville/77137-courtacon
30084,77138,Courtomer,Courtomer,à Courtomer,de Courtomer,courtomer,COURTOMER,COM,commune,11,Île-de-France,77,Seine-et-Marne,7714,Nangis,200072874,CC Val Briard,24,Créteil,77390,77390,01106,77108,77000,,0.0,HORS UNITE URBAINE,H,554,462,5,120.0,94,76.0,114.0,48.653,2.903,48.658,2.896,6,Rural à habitat dispersé,0.0,communes non pôle,Courtomerois,https://fr.wikipedia.org/wiki/fr:Courtomer (Seine-et-Marne),https://villedereve.fr/ville/77138-courtomer
30085,77139,Courtry,Courtry,à Courtry,de Courtry,courtry,COURTRY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7723,Villeparisis,200057958,CA Paris - Vallée de la Marne,24,Créteil,77181,77181,01106,77108,00851,Paris,8.0,UNITE URBAINE,B,6885,414,4,1663.0,81,53.0,130.0,48.918,2.605,48.917,2.603,1,Grands centres urbains,1.0,centres locaux d'équipements et de services,Courtrysiens,https://fr.wikipedia.org/wiki/fr:Courtry,https://villedereve.fr/ville/77139-courtry
30086,77140,Coutençon,Coutençon,à Coutençon,de Coutençon,coutencon,COUTENÇON,COM,commune,11,Île-de-France,77,Seine-et-Marne,7718,Provins,200040251,CC Bassée-Montois,24,Créteil,77154,77154,01110,77379,77000,,0.0,HORS UNITE URBAINE,H,267,621,6,43.0,123,111.0,138.0,48.471,2.995,48.473,2.997,6,Rural à habitat dispersé,0.0,communes non pôle,Contençonnais,https://fr.wikipedia.org/wiki/fr:Coutençon,https://villedereve.fr/ville/77140-coutencon
30087,77141,Coutevroult,Coutevroult,à Coutevroult,de Coutevroult,coutevroult,COUTEVROULT,COM,commune,11,Île-de-France,77,Seine-et-Marne,7721,Serris,200090504,CA Coulommiers Pays de Brie,24,Créteil,77580,77580,01107,77284,77501,Bailly-Romainvilliers,5.0,UNITE URBAINE,B,1194,793,8,151.0,130,47.0,142.0,48.862,2.854,48.853,2.848,4,Ceintures urbaines,0.0,communes non pôle,Coutevroultois,https://fr.wikipedia.org/wiki/fr:Coutevroult,https://villedereve.fr/ville/77141-coutevroult
30088,77142,Crécy-la-Chapelle,Crécy-la-Chapelle,à Crécy-la-Chapelle,de Crécy-la-Chapelle,crecy-la-chapelle,CRÉCY-LA-CHAPELLE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7721,Serris,200090504,CA Coulommiers Pays de Brie,24,Créteil,77580,"77580, 77357",01107,77284,77501,Bailly-Romainvilliers,5.0,UNITE URBAINE,C,4779,1542,15,310.0,110,50.0,130.0,48.858,2.909,48.857,2.933,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Créçois,https://fr.wikipedia.org/wiki/fr:Crécy-la-Chapelle,https://villedereve.fr/ville/77142-crecy-la-chapelle
30089,77143,Crégy-lès-Meaux,Crégy-lès-Meaux,à Crégy-lès-Meaux,de Crégy-lès-Meaux,cregy-les-meaux,CRÉGY-LÈS-MEAUX,COM,commune,11,Île-de-France,77,Seine-et-Marne,7703,Claye-Souilly,200072130,CA du Pays de Meaux,24,Créteil,77124,77124,01107,77284,77502,Meaux,5.0,UNITE URBAINE,B,5354,368,4,1455.0,94,57.0,124.0,48.978,2.878,48.978,2.874,1,Grands centres urbains,1.0,centres locaux d'équipements et de services,Crégyssois,https://fr.wikipedia.org/wiki/fr:Crégy-lès-Meaux,https://villedereve.fr/ville/77143-cregy-les-meaux
30090,77144,Crèvecœur-en-Brie,Crèvecœur-en-Brie,à Crèvecœur-en-Brie,de Crèvecœur-en-Brie,crevecoeur-en-brie,CRÈVECŒUR-EN-BRIE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7708,Fontenay-Trésigny,200072874,CC Val Briard,24,Créteil,77610,77610,01106,77108,77000,,0.0,HORS UNITE URBAINE,H,445,931,9,48.0,115,109.0,122.0,48.755,2.908,48.756,2.907,6,Rural à habitat dispersé,0.0,communes non pôle,Crépicordiens,https://fr.wikipedia.org/wiki/fr:Crèvecœur-en-Brie,https://villedereve.fr/ville/77144-crevecoeur-en-brie
30091,77145,Crisenoy,Crisenoy,à Crisenoy,de Crisenoy,crisenoy,CRISENOY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7714,Nangis,200070779,CC Brie des Rivières et Châteaux,24,Créteil,77390,77390,01108,77288,77000,,0.0,HORS UNITE URBAINE,H,605,1289,13,47.0,91,85.0,98.0,48.596,2.74,48.603,2.745,5,Bourgs ruraux,0.0,communes non pôle,Crisenoyens,https://fr.wikipedia.org/wiki/fr:Crisenoy,https://villedereve.fr/ville/77145-crisenoy
30092,77146,Croissy-Beaubourg,Croissy-Beaubourg,à Croissy-Beaubourg,de Croissy-Beaubourg,croissy-beaubourg,CROISSY-BEAUBOURG,COM,commune,11,Île-de-France,77,Seine-et-Marne,7701,Champs-sur-Marne,200057958,CA Paris - Vallée de la Marne,24,Créteil,77183,"77436, 77314, 77437, 77183, 77313, 77435, 77312, 77421, 77423, 77324",01106,77108,00851,Paris,8.0,UNITE URBAINE,B,1990,1079,11,184.0,107,87.0,116.0,48.828,2.659,48.817,2.656,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Croisséens,https://fr.wikipedia.org/wiki/fr:Croissy-Beaubourg,https://villedereve.fr/ville/77146-croissy-beaubourg
30093,77147,La Croix-en-Brie,Croix-en-Brie,à Croix-en-Brie,de la Croix-en-Brie,la-croix-en-brie,LA CROIX-EN-BRIE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7714,Nangis,247700701,CC Brie Nangissienne,24,Créteil,77370,77370,01108,77288,77000,,0.0,HORS UNITE URBAINE,H,663,2943,29,23.0,127,106.0,144.0,48.593,3.077,48.594,3.071,6,Rural à habitat dispersé,0.0,communes non pôle,Crucibriards,https://fr.wikipedia.org/wiki/fr:La Croix-en-Brie,https://villedereve.fr/ville/77147-la-croix-en-brie
30094,77148,Crouy-sur-Ourcq,Crouy-sur-Ourcq,à Crouy-sur-Ourcq,de Crouy-sur-Ourcq,crouy-sur-ourcq,CROUY-SUR-OURCQ,COM,commune,11,Île-de-France,77,Seine-et-Marne,7706,La Ferté-sous-Jouarre,247700065,CC du Pays de l'Ourcq,24,Créteil,77840,77840,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,1808,1933,19,94.0,88,52.0,165.0,49.091,3.074,49.087,3.08,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Crouyciens,https://fr.wikipedia.org/wiki/fr:Crouy-sur-Ourcq,https://villedereve.fr/ville/77148-crouy-sur-ourcq
30095,77150,Cuisy,Cuisy,à Cuisy,de Cuisy,cuisy,CUISY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7703,Claye-Souilly,200033090,CC Plaines et Monts de France,24,Créteil,77165,77165,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,466,332,3,140.0,136,102.0,185.0,49.021,2.772,49.02,2.778,6,Rural à habitat dispersé,0.0,communes non pôle,Cusaciens,https://fr.wikipedia.org/wiki/fr:Cuisy (Seine-et-Marne),https://villedereve.fr/ville/77150-cuisy
30096,77151,Dagny,Dagny,à Dagny,de Dagny,dagny,DAGNY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7705,Coulommiers,200090504,CA Coulommiers Pays de Brie,24,Créteil,77320,77320,01102,77131,77000,,0.0,HORS UNITE URBAINE,H,281,785,8,36.0,136,112.0,159.0,48.718,3.171,48.714,3.165,6,Rural à habitat dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Dagny,https://villedereve.fr/ville/77151-dagny
30097,77152,Dammarie-les-Lys,Dammarie-les-Lys,à Dammarie-les-Lys,de Dammarie-les-Lys,dammarie-les-lys,DAMMARIE-LES-LYS,COM,commune,11,Île-de-France,77,Seine-et-Marne,7719,Saint-Fargeau-Ponthierry,247700057,CA Melun Val de Seine,24,Créteil,77190,"77194, 77196, 77193, 77001, 77191, 77190, 77198",01108,77288,00851,Paris,8.0,UNITE URBAINE,B,22845,1023,10,2233.0,68,43.0,93.0,48.515,2.635,48.514,2.628,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Dammariens,https://fr.wikipedia.org/wiki/fr:Dammarie-les-Lys,https://villedereve.fr/ville/77152-dammarie-les-lys
30098,77153,Dammartin-en-Goële,Dammartin-en-Goële,à Dammartin-en-Goële,de Dammartin-en-Goële,dammartin-en-goele,DAMMARTIN-EN-GOËLE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7712,Mitry-Mory,200055655,CA Roissy Pays de France,24,Créteil,77230,"77231, 77234, 77230",01112,93005,77304,Dammartin-en-Goële,3.0,UNITE URBAINE,C,11272,900,9,1252.0,127,169.0,172.0,49.054,2.679,49.054,2.679,2,Centres urbains intermédiaires,2.0,centres intermédiaires d'équipements et de services,Dammartinois,https://fr.wikipedia.org/wiki/fr:Dammartin-en-Goële,https://villedereve.fr/ville/77153-dammartin-en-goele
30099,77154,Dammartin-sur-Tigeaux,Dammartin-sur-Tigeaux,à Dammartin-sur-Tigeaux,de Dammartin-sur-Tigeaux,dammartin-sur-tigeaux,DAMMARTIN-SUR-TIGEAUX,COM,commune,11,Île-de-France,77,Seine-et-Marne,7708,Fontenay-Trésigny,200090504,CA Coulommiers Pays de Brie,24,Créteil,77163,77163,01102,77131,77000,,0.0,HORS UNITE URBAINE,H,1249,903,9,138.0,93,50.0,133.0,48.816,2.923,48.808,2.903,5,Bourgs ruraux,0.0,communes non pôle,Dammartinois,https://fr.wikipedia.org/wiki/fr:Dammartin-sur-Tigeaux,https://villedereve.fr/ville/77154-dammartin-sur-tigeaux
30100,77155,Dampmart,Dampmart,à Dampmart,de Dampmart,dampmart,DAMPMART,COM,commune,11,Île-de-France,77,Seine-et-Marne,7709,Lagny-sur-Marne,247700594,CA Marne et Gondoire,24,Créteil,77400,77400,01106,77108,00851,Paris,8.0,UNITE URBAINE,B,3586,592,6,606.0,72,38.0,124.0,48.886,2.736,48.894,2.746,1,Grands centres urbains,1.0,centres locaux d'équipements et de services,Dampmartois,https://fr.wikipedia.org/wiki/fr:Dampmart,https://villedereve.fr/ville/77155-dampmart
30101,77156,Darvault,Darvault,à Darvault,de Darvault,darvault,DARVAULT,COM,commune,11,Île-de-France,77,Seine-et-Marne,7715,Nemours,200023240,CC Pays de Nemours,24,Créteil,77140,"77140, 77797",01105,77305,77401,Nemours,4.0,UNITE URBAINE,B,907,786,8,115.0,85,57.0,137.0,48.271,2.735,48.277,2.728,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Darvaultois,https://fr.wikipedia.org/wiki/fr:Darvault,https://villedereve.fr/ville/77156-darvault
30102,77157,Dhuisy,Dhuisy,à Dhuisy,de Dhuisy,dhuisy,DHUISY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7706,La Ferté-sous-Jouarre,247700065,CC du Pays de l'Ourcq,24,Créteil,77440,77440,01107,77284,77000,,0.0,HORS UNITE URBAINE,H,323,816,8,40.0,180,117.0,211.0,49.04,3.16,49.036,3.164,6,Rural à habitat dispersé,0.0,communes non pôle,Dhuiséens,https://fr.wikipedia.org/wiki/fr:Dhuisy,https://villedereve.fr/ville/77157-dhuisy
30103,77158,Diant,Diant,à Diant,de Diant,diant,DIANT,COM,commune,11,Île-de-France,77,Seine-et-Marne,7715,Nemours,247700107,CC Pays de Montereau,24,Créteil,77940,77940,01105,77305,77000,,0.0,HORS UNITE URBAINE,H,197,1101,11,18.0,128,93.0,155.0,48.282,2.993,48.291,3.005,6,Rural à habitat dispersé,0.0,communes non pôle,Darniots,https://fr.wikipedia.org/wiki/fr:Diant,https://villedereve.fr/ville/77158-diant
30104,77159,Donnemarie-Dontilly,Donnemarie-Dontilly,à Donnemarie-Dontilly,de Donnemarie-Dontilly,donnemarie-dontilly,DONNEMARIE-DONTILLY,COM,commune,11,Île-de-France,77,Seine-et-Marne,7718,Provins,200040251,CC Bassée-Montois,24,Créteil,77520,77520,01110,77379,77117,Donnemarie-Dontilly,1.0,UNITE URBAINE,C,2747,1206,12,228.0,111,68.0,139.0,48.479,3.132,48.478,3.118,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,Donnemaritains,https://fr.wikipedia.org/wiki/fr:Donnemarie-Dontilly,https://villedereve.fr/ville/77159-donnemarie-dontilly
30105,77161,Dormelles,Dormelles,à Dormelles,de Dormelles,dormelles,DORMELLES,COM,commune,11,Île-de-France,77,Seine-et-Marne,7715,Nemours,247700032,CC Moret Seine et Loing,24,Créteil,77130,77130,01105,77305,77000,,0.0,HORS UNITE URBAINE,H,790,1294,13,61.0,93,62.0,136.0,48.315,2.903,48.313,2.889,6,Rural à habitat dispersé,0.0,communes non pôle,Dormellois,https://fr.wikipedia.org/wiki/fr:Dormelles,https://villedereve.fr/ville/77161-dormelles
30106,77162,Doue,Doue,à Doue,de Doue,doue,DOUE,COM,commune,11,Île-de-France,77,Seine-et-Marne,7705,Coulommiers,200072544,CC des Deux Morin,24,Créteil,77510,77510,01102,77131,77000,,0.0,HORS UNITE URBAINE,H,1108,1999,20,55.0,151,110.0,202.0,48.865,3.164,48.874,3.169,6,Rural à habitat dispersé,0.0,communes non pôle,Dovinciens,https://fr.wikipedia.org/wiki/fr:Doue,https://villedereve.fr/ville/77162-doue
